feature,modality,gene_symbol,selection_reason,training_variance
expr::SERPINB5 (5268),expression,SERPINB5,variance,7.452482223510742
expr::CDH3 (1001),expression,CDH3,variance,7.405603408813477
expr::CCL2 (6347),expression,CCL2,variance,7.392856121063232
expr::FGFBP1 (9982),expression,FGFBP1,variance,7.391414165496826
expr::S100A2 (6273),expression,S100A2,variance,7.391200542449951
expr::VCAN (1462),expression,VCAN,variance,7.386569499969482
expr::KRT13 (3860),expression,KRT13,variance,7.317816734313965
expr::XAGE1B (653067),expression,XAGE1B,variance,7.315846920013428
expr::FSTL1 (11167),expression,FSTL1,variance,7.282321929931641
expr::MLPH (79083),expression,MLPH,variance,7.273702621459961
expr::THBS1 (7057),expression,THBS1,variance,7.2622599601745605
expr::IFITM2 (10581),expression,IFITM2,variance,7.241374492645264
expr::ESRP1 (54845),expression,ESRP1,variance,7.2102227210998535
expr::PRSS8 (5652),expression,PRSS8,variance,7.198474884033203
expr::EDIL3 (10085),expression,EDIL3,variance,7.194711208343506
expr::SPOCK1 (6695),expression,SPOCK1,variance,7.171938896179199
expr::EHF (26298),expression,EHF,variance,7.164025783538818
expr::G0S2 (50486),expression,G0S2,variance,7.120831489562988
expr::TRIM29 (23650),expression,TRIM29,variance,7.114296913146973
expr::COL1A1 (1277),expression,COL1A1,variance,7.094623565673828
expr::KLK6 (5653),expression,KLK6,variance,7.094449520111084
expr::SULF2 (55959),expression,SULF2,variance,7.0863800048828125
expr::TSPAN1 (10103),expression,TSPAN1,variance,7.071338653564453
expr::TPM2 (7169),expression,TPM2,variance,7.062979698181152
expr::CEACAM6 (4680),expression,CEACAM6,variance,7.060489654541016
expr::DMKN (93099),expression,DMKN,variance,7.053969383239746
expr::LAD1 (3898),expression,LAD1,variance,7.053297519683838
expr::SLC43A3 (29015),expression,SLC43A3,variance,7.028066635131836
expr::COL5A2 (1290),expression,COL5A2,variance,7.021834850311279
expr::SDC2 (6383),expression,SDC2,variance,6.989648818969727
expr::IL32 (9235),expression,IL32,variance,6.989558219909668
expr::CTAG2 (30848),expression,CTAG2,variance,6.968210697174072
expr::EREG (2069),expression,EREG,variance,6.92189884185791
expr::IGFBP2 (3485),expression,IGFBP2,variance,6.921463489532471
expr::PLAT (5327),expression,PLAT,variance,6.916021347045898
expr::QPRT (23475),expression,QPRT,variance,6.9140095710754395
expr::ANXA8 (653145),expression,ANXA8,variance,6.913181781768799
expr::ITGB4 (3691),expression,ITGB4,variance,6.901553630828857
expr::KRT18 (3875),expression,KRT18,variance,6.8947319984436035
expr::LAMA4 (3910),expression,LAMA4,variance,6.8831329345703125
expr::PI3 (5266),expression,PI3,variance,6.876648426055908
expr::S100B (6285),expression,S100B,variance,6.865355968475342
expr::AXL (558),expression,AXL,variance,6.859539031982422
expr::ANKRD1 (27063),expression,ANKRD1,variance,6.853939056396484
expr::PLAC8 (51316),expression,PLAC8,variance,6.846251010894775
expr::ADGRF1 (266977),expression,ADGRF1,variance,6.806509017944336
expr::COL4A1 (1282),expression,COL4A1,variance,6.796483993530273
expr::COL4A2 (1284),expression,COL4A2,variance,6.793426513671875
expr::PXDN (7837),expression,PXDN,variance,6.784715175628662
expr::SNCA (6622),expression,SNCA,variance,6.778745651245117
expr::LGALS1 (3956),expression,LGALS1,variance,6.77183723449707
expr::TM4SF1 (4071),expression,TM4SF1,variance,6.769364833831787
expr::GPNMB (10457),expression,GPNMB,variance,6.761174201965332
expr::GDF15 (9518),expression,GDF15,variance,6.750382900238037
expr::SAA1 (6288),expression,SAA1,variance,6.733358860015869
expr::DKK3 (27122),expression,DKK3,variance,6.7105793952941895
expr::SNRPN (6638),expression,SNRPN,variance,6.704951763153076
expr::APOE (348),expression,APOE,variance,6.704184532165527
expr::IGFBP5 (3488),expression,IGFBP5,variance,6.687638759613037
expr::MPZL2 (10205),expression,MPZL2,variance,6.686436653137207
expr::MAGEA12 (4111),expression,MAGEA12,variance,6.664976119995117
expr::MMP7 (4316),expression,MMP7,variance,6.652702331542969
expr::ANPEP (290),expression,ANPEP,variance,6.64608097076416
expr::SMIM22 (440335),expression,SMIM22,variance,6.639770030975342
expr::COL6A3 (1293),expression,COL6A3,variance,6.627954959869385
expr::PEG10 (23089),expression,PEG10,variance,6.609586238861084
expr::IL18 (3606),expression,IL18,variance,6.597886085510254
expr::S100A6 (6277),expression,S100A6,variance,6.589304447174072
expr::SERPINB2 (5055),expression,SERPINB2,variance,6.580968379974365
expr::CAVIN3 (112464),expression,CAVIN3,variance,6.576961517333984
expr::CRYAB (1410),expression,CRYAB,variance,6.5434160232543945
expr::PTGES (9536),expression,PTGES,variance,6.537960529327393
expr::L1CAM (3897),expression,L1CAM,variance,6.531822204589844
expr::IL6 (3569),expression,IL6,variance,6.50490140914917
expr::SCNN1A (6337),expression,SCNN1A,variance,6.496336936950684
expr::GPRC5A (9052),expression,GPRC5A,variance,6.491217136383057
expr::FABP5 (2171),expression,FABP5,variance,6.490372180938721
expr::EMP3 (2014),expression,EMP3,variance,6.456777572631836
expr::GAGE12F (100008586),expression,GAGE12F,variance,6.445962905883789
expr::IFI16 (3428),expression,IFI16,variance,6.44511079788208
expr::KYNU (8942),expression,KYNU,variance,6.429955005645752
expr::COL17A1 (1308),expression,COL17A1,variance,6.425231456756592
expr::PLIN2 (123),expression,PLIN2,variance,6.422604560852051
expr::CPA4 (51200),expression,CPA4,variance,6.415635108947754
expr::IFI44 (10561),expression,IFI44,variance,6.401361465454102
expr::WFDC2 (10406),expression,WFDC2,variance,6.387484550476074
expr::CD44 (960),expression,CD44,variance,6.371436595916748
expr::CRABP2 (1382),expression,CRABP2,variance,6.3598809242248535
expr::IGFBP4 (3487),expression,IGFBP4,variance,6.340672492980957
expr::SERPINA1 (5265),expression,SERPINA1,variance,6.330719947814941
expr::TMPRSS4 (56649),expression,TMPRSS4,variance,6.319630146026611
expr::LSR (51599),expression,LSR,variance,6.318938732147217
expr::MMP14 (4323),expression,MMP14,variance,6.31881046295166
expr::CDH2 (1000),expression,CDH2,variance,6.314818859100342
expr::IL1B (3553),expression,IL1B,variance,6.306717872619629
