feature,modality,gene_symbol,selection_reason,training_variance
mut::hotspot::ATM (472),mutations,ATM,biology,0.004807692486792803
mut::hotspot::BRCA2 (675),mutations,BRCA2,biology,0.0
mut::hotspot::PALB2 (79728),mutations,PALB2,biology,0.0
mut::hotspot::BRCA1 (672),mutations,BRCA1,biology,0.0
mut::hotspot::CHEK2 (11200),mutations,CHEK2,biology,0.0
cn::MYC (4609),copy_number,MYC,variance,0.6757282614707947
cn::GRB7 (2886),copy_number,GRB7,variance,0.4532226026058197
cn::MIEN1 (84299),copy_number,MIEN1,variance,0.4525010585784912
cn::MYCN (4613),copy_number,MYCN,variance,0.45145949721336365
cn::ERBB2 (2064),copy_number,ERBB2,variance,0.44228383898735046
cn::PGAP3 (93210),copy_number,PGAP3,variance,0.4380197823047638
cn::TCAP (8557),copy_number,TCAP,variance,0.29975560307502747
cn::PNMT (5409),copy_number,PNMT,variance,0.2893034517765045
cn::POU5F1B (5462),copy_number,POU5F1B,variance,0.283353328704834
cn::LTO1 (220064),copy_number,LTO1,variance,0.26937922835350037
cn::CCND1 (595),copy_number,CCND1,variance,0.2628650665283203
cn::FGF19 (9965),copy_number,FGF19,variance,0.25694066286087036
cn::STARD3 (10948),copy_number,STARD3,variance,0.2560940980911255
cn::LRATD2 (157638),copy_number,LRATD2,variance,0.25022417306900024
cn::FADD (8772),copy_number,FADD,variance,0.2481095790863037
cn::FGF4 (2249),copy_number,FGF4,variance,0.238529235124588
cn::MYEOV (26579),copy_number,MYEOV,variance,0.22943967580795288
cn::FGF3 (2248),copy_number,FGF3,variance,0.22574183344841003
cn::ANO1 (55107),copy_number,ANO1,variance,0.21857833862304688
cn::CTTN (2017),copy_number,CTTN,variance,0.218467116355896
cn::CCL3L3 (414062),copy_number,CCL3L3,variance,0.21836945414543152
cn::CYRIA (81553),copy_number,CYRIA,variance,0.21507681906223297
cn::PPFIA1 (8500),copy_number,PPFIA1,variance,0.21366015076637268
cn::ACOT1 (641371),copy_number,ACOT1,variance,0.20974597334861755
cn::KRTAP9-6 (100507608),copy_number,KRTAP9-6,variance,0.20417726039886475
cn::ENSG00000260861,copy_number,ENSG00000260861,variance,0.204128235578537
cn::ENSG00000264545,copy_number,ENSG00000264545,variance,0.20065870881080627
cn::LCE3B (353143),copy_number,LCE3B,variance,0.19678913056850433
cn::SIRPB1 (10326),copy_number,SIRPB1,variance,0.1961442530155182
cn::CDKN2A (1029),copy_number,CDKN2A,variance,0.19601629674434662
cn::LCE3C (353144),copy_number,LCE3C,variance,0.1924150288105011
cn::SMIM38 (107984345),copy_number,SMIM38,variance,0.19238795340061188
cn::KRAS (3845),copy_number,KRAS,variance,0.19106286764144897
cn::ETFRF1 (144363),copy_number,ETFRF1,variance,0.1897950917482376
cn::YAP1 (10413),copy_number,YAP1,variance,0.18880987167358398
cn::NEUROD2 (4761),copy_number,NEUROD2,variance,0.18740427494049072
cn::PPP1R1B (84152),copy_number,PPP1R1B,variance,0.18689857423305511
cn::CDKN2B (1030),copy_number,CDKN2B,variance,0.1860627681016922
cn::MTAP (4507),copy_number,MTAP,variance,0.18345309793949127
cn::GSTM1 (2944),copy_number,GSTM1,variance,0.18133561313152313
cn::B4GALNT1 (2583),copy_number,B4GALNT1,variance,0.1810423731803894
cn::IKZF3 (22806),copy_number,IKZF3,variance,0.1809622347354889
cn::MARCHF9 (92979),copy_number,MARCHF9,variance,0.17897452414035797
cn::CDK4 (1019),copy_number,CDK4,variance,0.17872443795204163
cn::ENSG00000287908,copy_number,ENSG00000287908,variance,0.17837294936180115
cn::MMP7 (4316),copy_number,MMP7,variance,0.1778636872768402
cn::ARHGEF25 (115557),copy_number,ARHGEF25,variance,0.177303746342659
cn::CYP27B1 (1594),copy_number,CYP27B1,variance,0.17702001333236694
cn::MMP27 (64066),copy_number,MMP27,variance,0.17696727812290192
cn::METTL1 (4234),copy_number,METTL1,variance,0.17685000598430634
cn::DTX3 (196403),copy_number,DTX3,variance,0.17616873979568481
cn::CFAP300 (85016),copy_number,CFAP300,variance,0.17576779425144196
cn::EEF1AKMT3 (25895),copy_number,EEF1AKMT3,variance,0.17575785517692566
cn::TSPAN31 (6302),copy_number,TSPAN31,variance,0.1748027205467224
cn::MMP8 (4317),copy_number,MMP8,variance,0.17469289898872375
cn::TRIB1 (10221),copy_number,TRIB1,variance,0.17389215528964996
cn::NT5C3B (115024),copy_number,NT5C3B,variance,0.17284762859344482
cn::FKBP10 (60681),copy_number,FKBP10,variance,0.17061352729797363
cn::AGAP2 (116986),copy_number,AGAP2,variance,0.16857947409152985
cn::MMP20 (9313),copy_number,MMP20,variance,0.16783595085144043
cn::SIGLEC5 (8778),copy_number,SIGLEC5,variance,0.1666780561208725
cn::ENSG00000268500,copy_number,ENSG00000268500,variance,0.16616305708885193
cn::PIP4K2C (79837),copy_number,PIP4K2C,variance,0.16501186788082123
cn::BTNL3 (10917),copy_number,BTNL3,variance,0.16440580785274506
cn::OR4S2 (219431),copy_number,OR4S2,variance,0.16178295016288757
cn::OR4C11 (219429),copy_number,OR4C11,variance,0.16119490563869476
cn::UGT2B17 (7367),copy_number,UGT2B17,variance,0.16116182506084442
cn::OR4P4 (81300),copy_number,OR4P4,variance,0.16102559864521027
cn::BIRC3 (330),copy_number,BIRC3,variance,0.15919728577136993
cn::LCE1D (353134),copy_number,LCE1D,variance,0.15902729332447052
cn::P3H4 (10609),copy_number,P3H4,variance,0.15727917850017548
cn::CD44 (960),copy_number,CD44,variance,0.15701811015605927
cn::OR4C6 (219432),copy_number,OR4C6,variance,0.15223784744739532
cn::DMRTA1 (63951),copy_number,DMRTA1,variance,0.15186837315559387
cn::SLC1A2 (6506),copy_number,SLC1A2,variance,0.14859583973884583
cn::RNF139 (11236),copy_number,RNF139,variance,0.14795133471488953
cn::SIGLEC14 (100049587),copy_number,SIGLEC14,variance,0.14684882760047913
cn::ENSG00000257921,copy_number,ENSG00000257921,variance,0.14662456512451172
cn::OS9 (10956),copy_number,OS9,variance,0.14567700028419495
cn::ENSG00000287725,copy_number,ENSG00000287725,variance,0.14557883143424988
cn::ENSG00000285133,copy_number,ENSG00000285133,variance,0.14485199749469757
cn::MRGPRF (116535),copy_number,MRGPRF,variance,0.14442415535449982
cn::DDIT3 (1649),copy_number,DDIT3,variance,0.14441171288490295
cn::MMP10 (4319),copy_number,MMP10,variance,0.14416073262691498
cn::DCTN2 (10540),copy_number,DCTN2,variance,0.14395536482334137
cn::OR4K5 (79317),copy_number,OR4K5,variance,0.1435505896806717
cn::NSMCE2 (286053),copy_number,NSMCE2,variance,0.14305728673934937
cn::CDK12 (51755),copy_number,CDK12,variance,0.1430414766073227
cn::SQLE (6713),copy_number,SQLE,variance,0.1429186910390854
cn::MMP1 (4312),copy_number,MMP1,variance,0.1425306797027588
cn::WASHC5 (9897),copy_number,WASHC5,variance,0.14156709611415863
cn::ZNF572 (137209),copy_number,ZNF572,variance,0.14156071841716766
cn::CYP24A1 (1591),copy_number,CYP24A1,variance,0.14117197692394257
cn::MBD6 (114785),copy_number,MBD6,variance,0.14108678698539734
cn::MMP12 (4321),copy_number,MMP12,variance,0.1408875584602356
cn::TMEM123 (114908),copy_number,TMEM123,variance,0.1406104564666748
cn::MMP3 (4314),copy_number,MMP3,variance,0.1400565803050995
cn::MMP13 (4322),copy_number,MMP13,variance,0.1396397203207016
cn::INHBE (83729),copy_number,INHBE,variance,0.1391189694404602
cn::DCUN1D5 (84259),copy_number,DCUN1D5,variance,0.137962207198143
cn::MRGPRD (116512),copy_number,MRGPRD,variance,0.13740581274032593
cn::OR4K2 (390431),copy_number,OR4K2,variance,0.1365545243024826
cn::ZPBP2 (124626),copy_number,ZPBP2,variance,0.13649491965770721
cn::NDUFB9 (4715),copy_number,NDUFB9,variance,0.13573138415813446
cn::BCAS1 (8537),copy_number,BCAS1,variance,0.13562320172786713
cn::GLI1 (2735),copy_number,GLI1,variance,0.13510705530643463
cn::PFDN4 (5203),copy_number,PFDN4,variance,0.1347465068101883
cn::OR4K1 (79544),copy_number,OR4K1,variance,0.13463011384010315
cn::TRMT12 (55039),copy_number,TRMT12,variance,0.1338559240102768
cn::HAP1 (9001),copy_number,HAP1,variance,0.13290727138519287
cn::PDHX (8050),copy_number,PDHX,variance,0.13253222405910492
cn::IRAG2 (4033),copy_number,IRAG2,variance,0.13153472542762756
cn::TSFM (10102),copy_number,TSFM,variance,0.13152876496315002
cn::RPL19 (6143),copy_number,RPL19,variance,0.13137410581111908
cn::MTSS1 (9788),copy_number,MTSS1,variance,0.13104425370693207
cn::GSDMB (55876),copy_number,GSDMB,variance,0.1302005797624588
cn::ORMDL3 (94103),copy_number,ORMDL3,variance,0.1300380975008011
cn::KLHL38 (340359),copy_number,KLHL38,variance,0.12973082065582275
cn::CEP126 (57562),copy_number,CEP126,variance,0.12902279198169708
cn::IGHMBP2 (3508),copy_number,IGHMBP2,variance,0.12887690961360931
cn::BRCA1 (672),copy_number,BRCA1,biology,0.019003473222255707
cn::PALB2 (79728),copy_number,PALB2,biology,0.015856245532631874
cn::RAD51C (5889),copy_number,RAD51C,biology,0.05159687250852585
cn::ARID1A (8289),copy_number,ARID1A,biology,0.019563544541597366
cn::BRCA2 (675),copy_number,BRCA2,biology,0.031914569437503815
cn::ATM (472),copy_number,ATM,biology,0.03648902848362923
cn::CHEK1 (1111),copy_number,CHEK1,biology,0.041750796139240265
cn::ATR (545),copy_number,ATR,biology,0.02547370456159115
cn::CHEK2 (11200),copy_number,CHEK2,biology,0.019856808707118034
cn::RAD51D (5892),copy_number,RAD51D,biology,0.024179067462682724
sig::MSIScore,signatures,MSISCORE,variance,360.92578125
sig::Aneuploidy,signatures,ANEUPLOIDY,variance,63.801082611083984
sig::Ploidy,signatures,PLOIDY,variance,0.6485170125961304
sig::WGD,signatures,WGD,variance,0.13312692940235138
sig::CIN,signatures,CIN,variance,0.03208072483539581
sig::LoHFraction,signatures,LOHFRACTION,variance,0.02045760676264763
meta::lineage,lineage,,required_metadata,
