candidate,params,accuracy,balanced_accuracy,precision,recall,f1,mcc,brier,auroc,auprc
0,{},0.35,0.33838383838383834,0.4166666666666667,0.45454545454545453,0.43478260869565216,-0.32824397594488725,0.3681108065626241,0.32323232323232326,0.5409771999273829
1,"{'max_depth': 2, 'min_child_weight': 4, 'n_estimators': 400, 'learning_rate': 0.03}",0.3,0.29292929292929293,0.36363636363636365,0.36363636363636365,0.36363636363636365,-0.41414141414141414,0.3681885491621245,0.3333333333333333,0.5686217377393848
2,"{'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 260, 'learning_rate': 0.04}",0.35,0.33838383838383834,0.4166666666666667,0.45454545454545453,0.43478260869565216,-0.32824397594488725,0.35617105316010783,0.3333333333333333,0.5288834457283655
3,"{'max_depth': 3, 'min_child_weight': 7, 'n_estimators': 350, 'learning_rate': 0.03, 'reg_lambda': 2.0, 'colsample_bytree': 0.65}",0.45,0.43939393939393934,0.5,0.5454545454545454,0.5217391304347826,-0.12309149097933272,0.31350408295365645,0.33333333333333337,0.46275045591116515
