candidate,params,mae,rmse,r2,spearman,pearson
0,{},0.10491844034366535,0.1349901190870308,0.11313402943547424,0.42364134816965004,0.339708287454469
1,"{'max_depth': 2, 'min_child_weight': 5, 'n_estimators': 400, 'learning_rate': 0.03}",0.11035732610950064,0.13862458097890767,0.06473534286147664,0.31446540880503143,0.290440922580192
2,"{'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 260, 'learning_rate': 0.04}",0.11210594145202009,0.14084726243016985,0.0345031732799812,0.247782615707144,0.2295030037779812
3,"{'max_depth': 3, 'min_child_weight': 7, 'n_estimators': 350, 'learning_rate': 0.03, 'reg_lambda': 2.0, 'colsample_bytree': 0.65}",0.10862151415543224,0.13610081171924773,0.09847980259479405,0.3318013223673601,0.32245557360444976
