ablation,n_features,regression_mae,regression_rmse,regression_r2,regression_spearman,regression_pearson,classification_accuracy,classification_balanced_accuracy,classification_precision,classification_recall,classification_f1,classification_mcc,classification_brier,classification_auroc,classification_auprc
lineage_only,1.0,0.11573306620022568,0.1451730102997492,0.03002067323554658,0.01892617796943803,0.23022785202309895,0.45454545454545453,0.4545454545454546,0.3333333333333333,0.09090909090909091,0.14285714285714285,-0.13245323570650439,0.26372313684727333,0.4545454545454545,0.48484848484848486
expression_only,308.0,0.10270941634390521,0.1385614781110428,0.11635926450320855,0.38695652173913037,0.3421403577830456,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.09090909090909091,0.2801161739670628,0.5454545454545454,0.5283152379409064
expression_plus_lineage,309.0,0.09918872576514759,0.139353674507732,0.10622631677589345,0.4155467720685112,0.32803372429285665,0.5909090909090909,0.5909090909090908,0.5833333333333334,0.6363636363636364,0.6086956521739131,0.18257418583505536,0.2633142168497738,0.578512396694215,0.5889704925590092
mutation_plus_copy_number,265.0,0.11227407197889655,0.1464483085273305,0.012903906226930273,0.13122529644268774,0.19706337387047101,0.6363636363636364,0.6363636363636364,0.6666666666666666,0.5454545454545454,0.6,0.2773500981126146,0.26043387276956625,0.6033057851239669,0.6094860084094533
all_modalities,574.0,0.10089222810404225,0.13708425956892248,0.135100004913128,0.3711462450592885,0.3713327555340931,0.6363636363636364,0.6363636363636364,0.6153846153846154,0.7272727272727273,0.6666666666666666,0.2773500981126146,0.2445019403635608,0.628099173553719,0.5787303605485423
all_without_lineage,573.0,0.10302772841414541,0.14212970515885068,0.0702623384579687,0.3238471673254282,0.26816690729373455,0.5909090909090909,0.5909090909090908,0.5833333333333334,0.6363636363636364,0.6086956521739131,0.18257418583505536,0.26069141569784315,0.6198347107438017,0.5583591846749741
