ablation,n_features,regression_mae,regression_rmse,regression_r2,regression_spearman,regression_pearson,classification_accuracy,classification_balanced_accuracy,classification_precision,classification_recall,classification_f1,classification_mcc,classification_brier,classification_auroc,classification_auprc
lineage_only,1.0,0.0860776889889766,0.12781593486334744,0.24148604558945974,0.6230427849541231,0.5153012574483994,0.6071428571428571,0.5820512820512821,0.75,0.23076923076923078,0.35294117647058826,0.23388213848187445,0.2356424145923989,0.6487179487179489,0.5699952221691351
expression_only,310.0,0.07571703218479262,0.10574722310748652,0.48080378626094444,0.7801093643198906,0.7156771418384418,0.9642857142857143,0.9666666666666667,0.9285714285714286,1.0,0.9629629629629629,0.9309493362512627,0.03875605254221901,0.9948717948717949,0.9945054945054943
expression_plus_lineage,311.0,0.07703388965413645,0.11123941779041982,0.4254722799608527,0.7510594668489406,0.67008896191536,0.9642857142857143,0.9666666666666667,0.9285714285714286,1.0,0.9629629629629629,0.9309493362512627,0.03902890048762732,0.9948717948717949,0.9945054945054943
mutation_plus_copy_number,268.0,0.09173697628170271,0.13031330604128613,0.21155555243036306,0.4620642515379358,0.46039785614226925,0.6785714285714286,0.6743589743589744,0.6666666666666666,0.6153846153846154,0.64,0.35143174800275734,0.19607481559656462,0.7487179487179487,0.803593962161737
all_modalities,579.0,0.07552659137356595,0.1078945495930252,0.4595038733914225,0.7647983595352018,0.702008294595585,0.9642857142857143,0.9666666666666667,0.9285714285714286,1.0,0.9629629629629629,0.9309493362512627,0.04240469965305594,0.9794871794871794,0.9751850713389172
all_without_lineage,578.0,0.0734055209249282,0.10800270405133318,0.4584197340173125,0.7803827751196173,0.6954075004645173,0.9642857142857143,0.9666666666666667,0.9285714285714286,1.0,0.9629629629629629,0.9309493362512627,0.03919218953631596,0.9897435897435898,0.9885883347421807
