drug,family,radius_scale,n_technical_support,n_candidates,selection_fraction,interpretation
trametinib,elastic_net,0.4,6,375,0.016,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,elastic_net,0.45,4,375,0.010666666666666666,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,elastic_net,0.5,3,375,0.008,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,elastic_net,0.55,2,375,0.005333333333333333,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,elastic_net,0.6000000000000001,1,375,0.0026666666666666666,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,elastic_net,0.65,0,375,0.0,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,elastic_net,0.7000000000000001,0,375,0.0,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,elastic_net,0.75,0,375,0.0,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,elastic_net,0.8,0,375,0.0,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,elastic_net,0.8500000000000001,0,375,0.0,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,elastic_net,0.9,0,375,0.0,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,elastic_net,0.9500000000000001,0,375,0.0,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,elastic_net,1.0,0,375,0.0,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,lineage,0.0,37,375,0.09866666666666667,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,lineage,0.05,33,375,0.088,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,lineage,0.1,33,375,0.088,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,lineage,0.15000000000000002,27,375,0.072,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,lineage,0.2,24,375,0.064,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,lineage,0.25,20,375,0.05333333333333334,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,lineage,0.30000000000000004,15,375,0.04,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,lineage,0.35000000000000003,7,375,0.018666666666666668,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,lineage,0.4,4,375,0.010666666666666666,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,lineage,0.45,4,375,0.010666666666666666,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,lineage,0.5,1,375,0.0026666666666666666,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,lineage,0.55,1,375,0.0026666666666666666,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,lineage,0.6000000000000001,0,375,0.0,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,lineage,0.65,0,375,0.0,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,lineage,0.7000000000000001,0,375,0.0,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,lineage,0.75,0,375,0.0,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,lineage,0.8,0,375,0.0,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,lineage,0.8500000000000001,0,375,0.0,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,lineage,0.9,0,375,0.0,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,lineage,0.9500000000000001,0,375,0.0,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,lineage,1.0,0,375,0.0,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,xgboost,0.0,66,375,0.176,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,xgboost,0.05,50,375,0.13333333333333333,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,xgboost,0.1,39,375,0.104,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,xgboost,0.15000000000000002,27,375,0.072,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,xgboost,0.2,16,375,0.042666666666666665,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,xgboost,0.25,10,375,0.02666666666666667,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,xgboost,0.30000000000000004,7,375,0.018666666666666668,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,xgboost,0.35000000000000003,7,375,0.018666666666666668,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,xgboost,0.4,3,375,0.008,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,xgboost,0.45,2,375,0.005333333333333333,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,xgboost,0.5,1,375,0.0026666666666666666,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,xgboost,0.55,0,375,0.0,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,xgboost,0.6000000000000001,0,375,0.0,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,xgboost,0.65,0,375,0.0,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,xgboost,0.7000000000000001,0,375,0.0,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,xgboost,0.75,0,375,0.0,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,xgboost,0.8,0,375,0.0,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,xgboost,0.8500000000000001,0,375,0.0,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,xgboost,0.9,0,375,0.0,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,xgboost,0.9500000000000001,0,375,0.0,Post-hoc radius scaling; not nominal interval coverage or an API policy
trametinib,xgboost,1.0,0,375,0.0,Post-hoc radius scaling; not nominal interval coverage or an API policy
